example_id,dataset_type,response,accuracy,g_nll,average_nll,perplexity,avg_token_probability,sequence_length
sfq_80--166/166_2439219.txt#0_0,long,"""Who"" is a female former TV newsreader, born in 1968, who was the first presenter of the TV programme, ""Top Gear.""",0.0,23.013572501262843,0.7671190833754281,2.153553101363512,0.7320447617219077,30
sfq_6611--38/38_1616659.txt#0_0,long,The title of this 1970's group 'Sutherland Brothers and .' is 'The Rattlers'.,0.0,13.988698009832888,0.608204261297082,1.8371294305122037,0.7504899305994914,23
qg_2646--198/198_2188674.txt#0_0,long,"Genghis Khan led the Mongols, a group of people who originated in Mongolia and developed their own unique culture and language.",0.0,18.407049090524644,0.7362819636209857,2.0881572189567557,0.7070439230735296,25
odql_8597--105/105_3212945.txt#0_0,long,Bassoon is the name of the musical instrument that is the Bass of the Oboe family.,0.0,4.618635100363349,0.24308605791386048,1.2751783585859722,0.8688655802492046,19
qg_1091--8/8_3215147.txt#0_2,long,"The murderer in Agatha Christie's murder mystery, ""The Mousetrap,"" is Miss Scarlet, Mrs. White, Mr. Green, Mrs. Peacock, and Professor Plum.",0.0,16.587865397588985,0.46077403882191625,1.5853005944160687,0.7720860713094014,36
wh_1864--103/103_769441.txt#0_0,long,"Formerly known as Manchester Airport, it is now known as Manchester Airport.",0.0,7.174219071675907,0.47828127144506044,1.6132991945684025,0.7123195044260757,15
sfq_3826--197/197_1325980.txt#0_0,long,"The Inspector Alan Banks and the Detective Chief Inspector Alan Banks are fictional detectives created by Reginald Hill, a British crime fiction author. They are featured in a series of novels, including Murder Under Suspicion, The Kindness of Strangers, and The Black Tower.",0.0,55.28777049418533,1.0431654810223647,2.83818703684646,0.5682354773415087,53
qb_1253--27/27_299742.txt#0_0,long,Al Capone was released from Alcatraz prison in 1939 after serving time in the prison for tax evasion.,0.0,17.413340655840045,0.6965336262336018,2.00678437231785,0.7445427564937139,25
dpql_3121--176/176_546993.txt#0_1,long,"Curacao was a colony of the United Kingdom until 2010, when it became a constituent country of the Kingdom of the Netherlands.",0.0,8.901047885067783,0.3423479955795301,1.4082502771251,0.8568763823464957,26
bb_7851--165/165_1006156.txt#0_0,long,Foinavon won the Grand National in 2010.,0.0,8.73045603239359,0.6715735409533531,1.9573148137382488,0.7405390061112863,13
qw_5335--185/185_1151387.txt#0_1,long,"Charlie Chan, created by Earl Derr Biggers, was the subject of over 45 films made between 1926 and 1981.",0.0,4.257863709940125,0.15206656106929017,1.1642377267611654,0.8968794667463829,28
odql_13192--6/6_701893.txt#0_1,long,"'Picket's Charge' occurred in the Battle of the Wilderness, which was fought on May 5, 1864, near Spotsylvania Court House, Virginia, during the American Civil War.",0.0,11.415499615891065,0.2853874903972766,1.3302773979820215,0.8125751592278657,40
sfq_20420--125/125_1922602.txt#0_1,long,"Green Bay is a city in eastern Wisconsin, United States. It is the county seat of Brown County, Wisconsin.",0.0,9.39406110008531,0.42700277727660496,1.5326569183303107,0.8315703911897959,22
bb_9374--54/54_2690886.txt#0_2,long,"The prison was located in Western Australia, which is located in the south-western part of the continent of Australia.",0.0,15.837770747682384,0.6885987281601037,1.9909237522884222,0.6242807151639491,23
